species_alias,species_raw_names,kingdom_local,phylum_local,class_local,order_local,family_local,habitat_sources,group_local,trait_sources,consumer_taxon_status,queried_as_consumer,exclusion_reason
Cataglyphis cursor,Cataglyphis cursor,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Cataulacus horridus,Cataulacus horridus,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Catla catla,Catla catla,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catlocarpio siamensis,Catlocarpio siamensis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus catostomus,Catostomus catostomus,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus clarkii,Catostomus clarkii,Metazoa,Chordata,Actinopteri,Cypriniformes,Catostomidae,freshwater,fish,GlobTherm;ThermoFresh,animal,TRUE,""
Catostomus columbianus,Catostomus columbianus,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus commersoni,Catostomus commersoni,,Chordata,Actinopteri,Cypriniformes,Catostomidae,"",,GlobTherm,animal,TRUE,""
Catostomus commersonii,Catostomus commersonii,Metazoa,Chordata,Actinopteri,Cypriniformes,Catostomidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Catostomus discobolus,Catostomus discobolus,Metazoa,Chordata,Actinopteri,Cypriniformes,Catostomidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Catostomus latipinnis,Catostomus latipinnis,Metazoa,Chordata,Actinopteri,Cypriniformes,Catostomidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Catostomus macrocheilus,Catostomus macrocheilus,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus microps,Catostomus microps,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus occidentalis,Catostomus occidentalis,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus platyrhynchus,Catostomus platyrhynchus,Metazoa,Chordata,Actinopteri,Cypriniformes,Catostomidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Catostomus plebeius,Catostomus plebeius,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus rimiculus,Catostomus rimiculus,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Catostomus snyderi,Catostomus snyderi,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,freshwater,fish,ComteOlden;GlobTherm,animal,TRUE,""
Catostomus tahoensis,Catostomus tahoensis,Animalia,Chordata,Actinopterygii,,Catostomidae,freshwater,fish,ComteOlden,animal,TRUE,""
Ceanothus cuneatus,Ceanothus cuneatus,,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Ceanothus oliganthus,Ceanothus oliganthus,,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Cedrus atlantica,Cedrus atlantica,,Streptophyta,Spermatophyta,Pinales,Pinaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Celatoblatta quinquemaculata,Celatoblatta quinquemaculata,,Arthropoda,Insecta,Blattodea,Blattidae,"",,GlobTherm,animal,TRUE,""
Celmisia argentea,Celmisia argentea,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Celmisia brevifolia,Celmisia brevifolia,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Celmisia haastii,Celmisia haastii,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Celmisia prorepens,Celmisia prorepens,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Celmisia viscosa,Celmisia viscosa,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Centrarchus macropterus,Centrarchus macropterus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Centrolabrus caeruleus,Centrolabrus caeruleus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Centrolabrus exoletus,Centrolabrus exoletus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Centrolabrus trutta,Centrolabrus trutta,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Centropristis striata,Centropristis striata,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge aurantia,Centropyge aurantia,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge aurantonotus,Centropyge aurantonotus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge eibli,Centropyge eibli,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge ferrugata,Centropyge ferrugata,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge fisheri,Centropyge fisheri,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge flavissima,Centropyge flavissima,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge loriculus,Centropyge loriculus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge multispinis,Centropyge multispinis,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge nox,Centropyge nox,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge potteri,Centropyge potteri,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge venusta,Centropyge venusta,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Centropyge vrolikii,Centropyge vrolikii,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Ceramium rubrum,Ceramium rubrum,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Cerastoderma edule,Cerastoderma edule,,Mollusca,Bivalvia,Veneroida,Cardiidae,"",,GlobTherm,animal,TRUE,""
Ceratopsyche centra,Ceratopsyche centra,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Ceratopsyche morosa,Ceratopsyche morosa,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Ceratopsyche oslari,Ceratopsyche oslari,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Ceratopsyche slossonae,Ceratopsyche slossonae,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Cercocarpus betuloides,Cercocarpus betuloides,,Streptophyta,Spermatophyta,Rosales,Rosaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Cerithidea cingulata,Cerithidea cingulata,Metazoa,Mollusca,Gastropoda,,Potamididae,mixed,invertebrate,ThermoFresh,animal,TRUE,""
Cetoscarus bicolor,Cetoscarus bicolor,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Cetraria aculeata,Cetraria aculeata,,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Chaenobryttus gulosus,Chaenobryttus gulosus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Chaenocephalus aceratus,Chaenocephalus aceratus,Animalia,Chordata,Actinopterygii,,Channichthyidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon adiergastos,Chaetodon adiergastos,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon auriga,Chaetodon auriga,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon auripes,Chaetodon auripes,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon austriacus,Chaetodon austriacus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon baronessa,Chaetodon baronessa,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon bennetti,Chaetodon bennetti,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon capistratus,Chaetodon capistratus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon citrinellus,Chaetodon citrinellus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon collare,Chaetodon collare,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon decussatus,Chaetodon decussatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon dolosus,Chaetodon dolosus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon ephippium,Chaetodon ephippium,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon falcula,Chaetodon falcula,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon fasciatus,Chaetodon fasciatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon flavirostris,Chaetodon flavirostris,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon fremblii,Chaetodon fremblii,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon guentheri,Chaetodon guentheri,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon guttatissimus,Chaetodon guttatissimus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon hoefleri,Chaetodon hoefleri,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon humeralis,Chaetodon humeralis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon interruptus,Chaetodon interruptus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon lineolatus,Chaetodon lineolatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon lunula,Chaetodon lunula,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon madagaskariensis,Chaetodon madagaskariensis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon marleyi,Chaetodon marleyi,Metazoa,Chordata,Actinopteri,Acanthomorphata,Chaetodontidae,mixed,fish,ThermoFresh,animal,TRUE,""
Chaetodon melannotus,Chaetodon melannotus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon melapterus,Chaetodon melapterus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon mertensii,Chaetodon mertensii,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon mesoleucos,Chaetodon mesoleucos,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon meyeri,Chaetodon meyeri,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon miliaris,Chaetodon miliaris,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon multicinctus,Chaetodon multicinctus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon ocellatus,Chaetodon ocellatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon ocellicaudus,Chaetodon ocellicaudus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon octofasciatus,Chaetodon octofasciatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon ornatissimus,Chaetodon ornatissimus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon oxycephalus,Chaetodon oxycephalus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon paucifasciatus,Chaetodon paucifasciatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon pelewensis,Chaetodon pelewensis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon plebeius,Chaetodon plebeius,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon punctatofasciatus,Chaetodon punctatofasciatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon quadrimaculatus,Chaetodon quadrimaculatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon rafflesii,Chaetodon rafflesii,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon robustus,Chaetodon robustus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon sanctaehelenae,Chaetodon sanctaehelenae,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon sedentarius,Chaetodon sedentarius,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon selene,Chaetodon selene,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon semeion,Chaetodon semeion,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon semilarvatus,Chaetodon semilarvatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon speculum,Chaetodon speculum,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon striatus,Chaetodon striatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon tinkeri,Chaetodon tinkeri,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon trichrous,Chaetodon trichrous,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon tricinctus,Chaetodon tricinctus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon trifascialis,Chaetodon trifascialis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon trifasciatus,Chaetodon trifasciatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon ulietensis,Chaetodon ulietensis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon unimaculatus,Chaetodon unimaculatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon vagabundus,Chaetodon vagabundus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodon xanthurus,Chaetodon xanthurus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodontoplus caeruleopunctatus,Chaetodontoplus caeruleopunctatus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodontoplus duboulayi,Chaetodontoplus duboulayi,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodontoplus melanosoma,Chaetodontoplus melanosoma,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodontoplus meredithi,Chaetodontoplus meredithi,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Chaetodontoplus mesoleucus,Chaetodontoplus mesoleucus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Chalinochromis brichardi,Chalinochromis brichardi,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chamaeleo bitaeniatus,Chamaeleo bitaeniatus,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chamaeleo dilepis,Chamaeleo dilepis,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chamaeleo ellioti,Chamaeleo ellioti,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chamaeleo hoehnelii,Chamaeleo hoehnelii,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chamaeleo jacksonii,Chamaeleo jacksonii,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chamaeleo schubotzi,Chamaeleo schubotzi,,Chordata,Lepidosauria,Squamata,Chamaeleonidae,"",,GlobTherm,animal,TRUE,""
Chandramara chandramara,Chandramara chandramara,Animalia,Chordata,Actinopterygii,,Bagridae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa asiatica,Channa asiatica,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa aurantimaculata,Channa aurantimaculata,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa bleheri,Channa bleheri,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa gachua,Channa gachua,Metazoa,Chordata,Actinopteri,Acanthomorphata,Channidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Channa lucius,Channa lucius,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa maculata,Channa maculata,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa marulioides,Channa marulioides,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa marulius,Channa marulius,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa melasoma,Channa melasoma,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa micropeltes,Channa micropeltes,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa punctata,Channa punctata,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channa striata,Channa striata,Animalia,Chordata,Actinopterygii,,Channidae,freshwater,fish,ComteOlden,animal,TRUE,""
Channallabes apus,Channallabes apus,Animalia,Chordata,Actinopterygii,,Clariidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chanodichthys erythropterus,Chanodichthys erythropterus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chanodichthys mongolicus,Chanodichthys mongolicus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chanos chanos,Chanos chanos,Metazoa,Chordata,Actinopteri,Gonorynchiformes,Chanidae,marine;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Characidium pteroides,Characidium pteroides,Metazoa,Chordata,Actinopteri,Characiformes,Crenuchidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Charina bottae,Charina bottae,,Chordata,Lepidosauria,Squamata,Boidae,"",,GlobTherm,animal,TRUE,""
Chasmistes brevirostris,Chasmistes brevirostris,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Chasmodes saburrae,Chasmodes saburrae,Animalia,Chordata,Actinopterygii,,Blenniidae,marine,fish,ComteOlden,animal,TRUE,""
Cheilinus chlorourus,Cheilinus chlorourus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Cheilinus fasciatus,Cheilinus fasciatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Cheilinus trilobatus,Cheilinus trilobatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Cheilio inermis,Cheilio inermis,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Cheimarrichthys fosteri,Cheimarrichthys fosteri,Animalia,Chordata,Actinopterygii,Acanthomorphata,Cheimarrichthyidae,freshwater;mixed,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Cheimerius matsubarai,Cheimerius matsubarai,Animalia,Chordata,Actinopterygii,,Sparidae,marine,fish,ComteOlden,animal,TRUE,""
Chela cachius,Chela cachius,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chelaethiops bibie,Chelaethiops bibie,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Chelmon marginalis,Chelmon marginalis,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chelmon muelleri,Chelmon muelleri,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chelmon rostratus,Chelmon rostratus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Chelmonops curiosus,Chelmonops curiosus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
