resource,consumer,GloBI,TetraEU,interaction_sources,interaction_types,study_titles,study_citations,study_ids,reported_consumer_names,reported_resource_names,self_link,consumer_trait_value_ctmax,consumer_trait_value_ctmin,consumer_trait_value_lt50,consumer_trait_value_ltmax,consumer_trait_sd_ctmax,consumer_trait_sd_ctmin,consumer_trait_sd_lt50,consumer_trait_sd_ltmax,consumer_trait_n_ctmax,consumer_trait_n_ctmin,consumer_trait_n_lt50,consumer_trait_n_ltmax,consumer_selected_trait_source_ctmax,consumer_selected_trait_source_ctmin,consumer_selected_trait_source_lt50,consumer_selected_trait_source_ltmax,resource_trait_value_ctmax,resource_trait_value_ctmin,resource_trait_value_lt50,resource_trait_value_ltmax,resource_trait_sd_ctmax,resource_trait_sd_ctmin,resource_trait_sd_lt50,resource_trait_sd_ltmax,resource_trait_n_ctmax,resource_trait_n_ctmin,resource_trait_n_lt50,resource_trait_n_ltmax,resource_selected_trait_source_ctmax,resource_selected_trait_source_ctmin,resource_selected_trait_source_lt50,resource_selected_trait_source_ltmax,eligible_ctmax,eligible_lt50,eligible_ctmin,eligible_ltmax,any_metric_eligible
Baetis rhodani,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Baetis rhodani,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,25.1,,21.15,25.7,,,0.212132034355965,,1,,2,1,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Barbatula barbatula,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Barbatula barbatula,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,29.5285714285714,,,,3.17779997772243,,,,28,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbus barbus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Barbus barbus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,29.2,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbus caninus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Barbus caninus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.7,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Blicca bjoerkna,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Blicca bjoerkna,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.86,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Caenis luctuosa,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Caenis luctuosa,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.6,,,38,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Calopteryx virgo,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Calopteryx virgo,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.0225,,,38.9,4.61882733051268,,,,12,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius carassius,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Carassius auratus;Carassius carassius,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,35.5365,4.814,,,3.96044063205093,4.83518148573557,,,40,5,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius gibelio,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Carassius gibelio,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.1,,,,0.565685424949236,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Chondrostoma nasus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Chondrostoma nasus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.03,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Chondrostoma soetta,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Chondrostoma soetta,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,31.86,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cobitis bilineata,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Cobitis bilineata,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.54,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cobitis taenia,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Cobitis taenia,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.76,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Coenagrion puella,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Coenagrion puella,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,42.995,,,,0.723440852224053,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cottus gobio,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Cottus gobio,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ctenopharyngodon idella,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ctenopharyngodon idella,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,39.5,,36.95,39.3,0.565685424949236,,0.636396103067892,,2,,2,1,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Cyprinus carpio,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Cyprinus carpio,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.5484745762712,9.06666666666667,,40.3714285714286,4.87378979268782,0.986576572463249,,1.51406107947498,59,3,,7,ThermoFresh,ThermoFresh,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Deronectes latus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Deronectes latus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,37.04,,,,1.13221022782874,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Dikerogammarus villosus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Dikerogammarus villosus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.1328571428571,,23.4,33.1654545454545,1.5628255851258,,,2.01883809968191,7,,1,11,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Dinocras cephalotes,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Dinocras cephalotes,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.6083333333333,,,,3.75974688864379,,,,6,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Drusus annulatus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Drusus annulatus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.8,,,33.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ecdyonurus insignis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ecdyonurus insignis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.34,,,,4.29920922961421,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Echinogammarus berilloni,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Echinogammarus berilloni,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.3333333333333,,,33.5871428571429,0.388501394248893,,,1.2080799405905,3,,,7,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Echinogammarus ischnus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Echinogammarus ischnus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,31.5,,,33.5,0.503322295684718,,,1,4,,,4,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ephemera danica,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ephemera danica,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.7075,,,38.7,2.23948468774999,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Esox lucius,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Esox lucius,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.98,,25.5,,,,2.90784379834192,,1,,19,,ComteOlden,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus fossarum,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gammarus fossarum,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.774,,,32.6688888888889,2.15601020405749,,,1.14839501527615,5,,,9,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus pulex,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gammarus lacustris;Gammarus pulex,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,29.1161111111111,,25.5,35.1108333333333,1.89569834684272,,0.5,1.59206817084133,18,,3,12,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus roeselii,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gammarus roeselii,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.184,,,33.38,0.717028590782823,,,0.521536192416213,5,,,5,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus tigrinus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gammarus tigrinus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.6985714285714,,,36.2254545454545,1.21293622491633,,,1.12729200863276,7,,,11,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gasterosteus aculeatus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gasterosteus aculeatus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,31.6655882352941,,,,1.63931099934841,,,,34,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gobio gobio,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gobio gobio,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.75,,,,4.17193000900063,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gymnocephalus cernua,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Gymnocephalus cernua,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.5,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Heptagenia sulphurea,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Heptagenia sulphurea,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.2,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hydropsyche pellucidula,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Hydropsyche pellucidula,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,25.5,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hypophthalmichthys molitrix,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Hypophthalmichthys molitrix,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.27,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Hypophthalmichthys nobilis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Hypophthalmichthys nobilis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,37.92,,,38.8,,,,,1,,,1,ComteOlden,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ischnura elegans,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ischnura elegans,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,43.7361538461539,,,,2.23359830489548,,,,52,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ischnura pumilio,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ischnura pumilio,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,45.515,,,,0.20174241001832,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Lepomis gibbosus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Lepomis gibbosus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.8035,1.7,,,2.64155112924604,,,,20,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leucaspius delineatus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Leucaspius delineatus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.3566666666667,,,,2.61653078203436,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuciscus aspius,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Leuciscus aspius,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.92,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuciscus leuciscus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Leuciscus leuciscus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.57,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuctra fusca,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Leuctra fusca,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.1,,,34.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Lota lota,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Lota lota,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,27.11875,3.3,,,2.86640744952051,,,,16,1,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Micropterus salmoides,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Micropterus salmoides,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.4,8.30333333333333,35.6,,3.07959690108474,2.62735246063046,,,42,15,1,,ThermoFresh,ThermoFresh,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Nemurella pictetii,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Nemurella pictetii,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.1,,,33.1,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Neogobius melanostomus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Neogobius melanostomus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.726,,,,1.51039524400186,,,,30,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus mykiss,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Oncorhynchus mykiss,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.6755405405405,0.733333333333333,,,1.50455030544732,1.10151410945722,,,74,3,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Padogobius bonelli,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Padogobius bonelli,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,31.74,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Parachondrostoma toxostoma,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Parachondrostoma toxostoma,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.17,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca fluviatilis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Perca fluviatilis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.6920833333333,,,,3.60894779217803,,,,24,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Phoxinus lumaireul,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Phoxinus lumaireul;Phoxinus phoxinus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,29.52,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ponticola kessleri,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Ponticola kessleri,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.03,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pseudorasbora parva,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Pseudorasbora parva,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,38.515,,,,2.9579441058501,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhithrogena semicolorata,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rhithrogena semicolorata,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,25.33,,23.55,,9.43280446102854,,1.62634559672906,,2,,2,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhodeus amarus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rhodeus amarus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.1,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhyacophila dorsalis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rhyacophila dorsalis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,22,,,24.6,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus aula,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rutilus aula,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus pigus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rutilus pigus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.59,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus rutilus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Rutilus rutilus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.5058333333333,,30.168,,4.13573390434349,,1.76138297936593,,24,,5,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Sabanejewia larvata,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Sabanejewia larvata,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.71,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salariopsis fluviatilis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salariopsis fluviatilis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.96,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo labrax,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salmo labrax,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo marmoratus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salmo marmoratus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.21,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo salar,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salmo salar,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,30.3326495726496,1,,,2.3513295553508,,,,117,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo trutta,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salmo trutta,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,27.6830769230769,,,,2.23002142289232,,,,39,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salvelinus fontinalis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salvelinus fontinalis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,28.9883333333333,,,,1.07282766342144,,,,30,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salvelinus namaycush,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Salvelinus namaycush,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,27.385,,,,1.22843531914926,,,,16,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sander lucioperca,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Sander lucioperca,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,35.4428571428571,,,,1.64403684352181,,,,7,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Scardinius erythrophthalmus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Scardinius erythrophthalmus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,34.94,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Serratella ignita,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Serratella ignita,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,32.3,,,35,4.90990156045244,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Silurus glanis,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Silurus glanis,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.15,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Squalius cephalus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Squalius cephalus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,36.48,,,,2.47325696198353,,,,5,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Telestes muticellus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Telestes muticellus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.48,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Telestes souffia,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Telestes souffia,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,33.18,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Thymallus thymallus,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Thymallus thymallus,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,29.4333333333333,,,,0.74475946900101,,,,6,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Tinca tinca,Barbus plebejus,TRUE,FALSE,GloBI,preysOn,"","","",Barbus plebejus,Tinca tinca,FALSE,32.5,,,,,,,,1,,,,ComteOlden,,,,35.6875,,,,3.12384264282676,,,,8,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Eurypanopeus abbreviatus,Bathygobius soporator,TRUE,FALSE,GloBI,preysOn,"","","",Bathygobius soporator,Eurypanopeus abbreviatus,FALSE,39.7636363636364,,,,0.590377383158819,,,,11,,,,ThermoFresh,,,,38.2,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Hippolyte obliquimanus,Bathygobius soporator,TRUE,FALSE,GloBI,preysOn,"","","",Bathygobius soporator,Hippolyte obliquimanus,FALSE,39.7636363636364,,,,0.590377383158819,,,,11,,,,ThermoFresh,,,,34.7,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Menippe nodifrons,Bathygobius soporator,TRUE,FALSE,GloBI,preysOn,"","","",Bathygobius soporator,Menippe nodifrons,FALSE,39.7636363636364,,,,0.590377383158819,,,,11,,,,ThermoFresh,,,,39,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Scartella cristata,Bathygobius soporator,TRUE,FALSE,GloBI,preysOn,"","","",Bathygobius soporator,Scartella cristata,FALSE,39.7636363636364,,,,0.590377383158819,,,,11,,,,ThermoFresh,,,,36.16,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gambusia holbrooki,Belonesox belizanus,TRUE,FALSE,GloBI,eats,"","","",Belonesox belizanus,Gambusia holbrooki,FALSE,38.47,,,38.0888888888889,,,,0.425571511160123,1,,,9,ComteOlden,,,ThermoFresh,40.225,,,,0.478713553878167,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Beryx splendens,TRUE,FALSE,GloBI,preysOn,"","","",Beryx splendens,Electrona antarctica,FALSE,40.79,,,,,,,,1,,,,ComteOlden,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pagellus bogaraveo,Beryx splendens,TRUE,FALSE,GloBI,preysOn,"","","",Beryx splendens,Pagellus bogaraveo,FALSE,40.79,,,,,,,,1,,,,ComteOlden,,,,32.33,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
